job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
85.0,0,1,2.761,0.0,196,0,inst_6,-0.08,1.11,-1.17,0.14,0,1,0.33,0.83,0.03,1.0,-1.07,1.03,-0.02,-1.05522,1,1,1,0.35,0,1,-0.75,0,0.09
79.0,0,0,3.253,0.0,403,0,inst_5,-1.65,-0.09,1.54,-1.09,1,0,-1.07,-0.7,-0.47,1.0,0.46,-0.4,1.25,3.06625,1,0,0,1.89,1,0,-1.65,1,-2.03
95.0,0,1,3.088,0.0,435,0,,-0.42,1.18,-0.82,0.54,1,1,-0.49,1.78,-0.5,,0.46,0.29,0.05,-0.8456,1,1,0,0.94,1,1,-1.31,1,0.78
106.0,0,0,3.136,0.0,404,0,inst_8,-0.77,-0.2,1.35,0.55,1,1,1.12,-0.01,-0.64,,-0.11,-0.71,0.07,-0.7804800000000001,1,0,0,-0.46,0,0,0.05,1,1.0
80.0,0,2,2.987,0.0,146,0,inst_5,0.9,-0.6,1.33,0.7,0,0,2.05,-1.1,1.4,,1.69,1.28,0.6,0.7922,0,1,0,2.38,1,1,-1.36,0,0.11
79.0,0,1,,,8,0,inst_5,0.36,1.23,2.24,0.39,1,0,-3.58,4.2,-0.53,1.0,-0.34,-1.16,-1.48,-5.921,0,1,1,-1.26,1,1,-1.15,0,1.1
75.0,0,2,3.285,0.0,9,0,inst_1,0.36,-1.07,0.98,-0.21,0,0,-0.8,-0.2,1.02,,-1.0,1.19,-0.0,-1.0,1,1,1,1.25,0,0,-0.08,1,-0.59
100.0,0,0,3.141,0.0,154,0,inst_7,-0.21,-0.07,1.16,-1.81,0,0,-0.87,-0.49,-0.41,,-0.45,-0.81,-0.55,-2.72755,0,0,0,0.99,1,1,0.71,1,-4.2
95.0,0,2,2.097,0.0,252,0,,0.53,-0.66,-0.18,-0.15,0,1,-3.02,1.48,-0.73,,0.49,0.76,-0.48,-2.00656,0,1,1,-0.48,1,0,0.94,1,-1.28
102.0,1,1,3.827,1.0,193,0,inst_5,1.02,1.51,-0.32,-1.17,1,0,-0.45,-0.22,0.85,,-0.16,0.07,-1.07,-5.09489,1,1,0,1.16,0,1,-0.7,0,0.78
88.0,0,3,2.901,0.0,124,0,inst_4,-2.3,0.54,1.02,1.23,1,1,1.31,-0.77,-0.15,,-1.45,-0.4,1.82,4.27982,0,0,0,-0.99,0,1,0.74,1,1.13
102.0,1,1,3.827,1.0,193,0,inst_5,1.02,1.51,-0.32,-1.17,1,0,-0.45,-0.22,0.85,,-0.16,0.07,-1.07,-5.09489,1,1,0,1.16,0,1,-0.7,0,0.78
85.0,0,2,3.394,0.0,56,0,inst_2,0.69,0.24,-0.55,1.65,1,1,-1.21,-1.34,0.26,1.0,-0.33,-0.59,-0.14,-1.47516,0,0,0,0.62,1,0,1.32,1,1.88
85.0,0,1,3.434,0.0,92,0,inst_2,1.54,0.67,-1.96,-0.49,1,1,1.34,0.65,0.24,,-1.21,-0.21,-0.88,-4.02192,0,0,0,-0.62,1,0,-0.18,1,1.76
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
85.0,0,0,3.254,0.0,151,0,inst_4,-1.42,0.51,-0.39,0.1,1,0,-0.81,1.37,1.49,1.0,-0.68,-0.13,-1.01,-4.2865400000000005,0,0,1,-0.57,1,0,1.19,1,0.02
90.0,0,0,3.74,0.0,2,0,inst_6,0.77,-1.86,0.03,1.1,0,0,0.34,1.35,1.92,,1.11,-0.3,-0.09,-1.3366,1,1,1,-0.88,1,0,-1.18,1,-0.82
100.0,0,1,3.3,0.0,158,0,inst_4,0.19,-1.4,0.21,-1.69,0,0,-1.77,0.25,0.77,,-0.66,-0.89,-0.09,-1.297,0,1,1,0.85,1,1,-1.09,0,1.95
85.0,0,2,3.092,0.0,123,0,inst_3,0.4,0.56,0.79,-0.19,1,1,0.24,0.82,-0.66,,-1.04,-0.55,-1.03,-4.184760000000002,1,1,0,1.24,0,1,0.51,0,0.76
91.0,0,2,3.047,1.0,100,0,inst_5,0.19,-0.47,-1.84,-1.62,0,1,-1.02,0.91,2.13,,-0.17,0.08,0.89,1.71183,1,0,1,-0.26,1,1,-0.97,1,-0.25
103.0,0,0,3.479,0.0,64,0,inst_6,-1.59,0.35,1.54,-1.16,1,0,-1.46,-0.23,-1.61,,-0.96,1.69,2.69,8.35851,0,1,1,0.13,0,1,-1.16,1,-0.48
92.0,0,3,2.329,1.0,93,0,inst_4,0.36,-0.69,0.45,-1.81,1,0,-1.57,0.5,0.72,1.0,1.09,-0.4,1.23,1.8646700000000005,0,0,1,0.07,1,0,0.23,0,0.13
112.0,0,0,3.06,0.0,213,0,inst_3,1.21,-0.19,0.19,0.25,0,0,-0.69,-0.78,-0.88,0.0,-0.81,0.96,1.66,4.0796,1,1,0,-0.49,0,1,-1.15,1,-0.17
80.0,0,1,3.806,0.0,76,0,inst_11,0.92,-0.77,0.16,0.95,0,1,-0.31,1.31,-0.67,1.0,-0.08,0.1,0.63,1.39778,1,1,1,0.75,0,0,-0.64,0,-1.04
91.0,0,3,3.043,1.0,192,0,inst_7,-0.14,-1.19,0.3,-0.02,1,0,0.08,0.43,-2.33,,-0.38,-0.09,0.21,-0.36097,1,1,1,0.86,0,1,-0.2,0,-0.58
89.0,0,1,2.99,0.0,391,0,inst_2,1.11,-0.05,0.5,-0.92,0,1,-1.24,-0.0,0.25,1.0,1.68,0.72,-0.03,-1.0897,1,1,0,1.04,0,0,0.32,0,0.02
99.0,0,1,2.959,,280,0,inst_2,0.16,0.33,1.41,-2.36,1,0,-0.23,1.42,0.43,,0.43,-0.35,-0.45,-2.33155,0,0,1,-0.93,1,0,-0.32,1,0.58
91.0,0,0,2.9560000000000004,,121,0,inst_5,2.07,-0.43,0.27,0.22,0,0,0.52,0.0,0.37,,0.05,-2.4,0.14,-0.58616,1,0,1,-1.03,1,0,1.02,1,-0.72
92.0,0,1,3.089,0.0,410,0,inst_5,1.82,-0.69,1.12,1.27,1,1,-0.6,-1.23,0.66,1.0,-1.01,-0.45,-1.78,-6.4984199999999985,1,1,0,0.48,1,1,-1.45,1,-1.37
95.0,0,3,2.165,0.0,279,0,inst_3,0.34,-0.23,-0.91,0.55,0,0,-0.6,0.96,-0.04,1.0,0.44,-0.42,-1.78,-4.8537,0,0,0,0.61,0,1,-0.08,0,0.51
99.0,0,0,2.96,0.0,1,0,inst_7,-0.3,-1.39,0.43,-0.17,0,1,-0.22,0.49,-0.75,,-1.19,1.16,-1.14,-4.3744,1,0,1,-2.05,1,1,-0.74,0,-0.34
97.0,1,2,2.133,0.0,421,0,inst_5,-0.02,-0.0,0.23,2.01,1,1,-1.0,-0.65,-0.08,,-0.01,0.51,-0.25,-1.53325,0,1,1,0.19,1,0,0.63,1,-1.03
93.0,0,0,3.542,1.0,194,0,inst_6,-1.12,0.84,-1.0,0.08,1,0,-0.27,0.58,0.23,,-1.85,0.27,0.48,0.7001599999999999,0,0,0,1.94,0,1,1.35,1,-0.55
100.0,0,0,3.011,0.0,223,0,inst_8,1.52,2.13,1.74,-0.39,0,1,0.13,1.98,0.45,,-0.46,0.35,0.86,1.58946,1,0,0,-0.5,0,0,0.57,1,-1.06
106.0,0,3,2.465,,376,0,inst_4,-0.09,0.21,-0.36,-0.12,1,1,0.48,0.76,1.77,0.0,0.56,-0.24,1.77,3.3630499999999994,0,0,1,1.68,1,1,-1.24,0,-2.06
95.0,0,0,3.196,1.0,215,0,inst_6,-1.91,2.18,-0.24,1.55,1,0,0.27,1.16,-0.54,1.0,1.14,-1.51,-1.11,-4.547560000000002,0,1,1,1.41,1,1,-0.01,1,-0.8
106.0,0,0,3.012,0.0,248,0,inst_0,-0.05,1.51,1.05,2.13,0,0,3.21,-0.57,0.08,,-0.28,-0.61,0.18,-0.45784,1,0,0,-0.65,0,1,-0.98,1,0.54
93.0,0,3,2.935,1.0,165,0,,0.73,1.0,-2.07,1.69,0,0,1.42,-0.03,-0.26,0.0,-0.83,0.77,-0.21,-1.61635,0,1,1,-0.41,0,1,-0.05,1,0.29
86.0,0,4,3.31,1.0,117,0,inst_5,-1.04,-0.82,0.74,-0.08,1,0,0.53,-2.5,-0.7,0.0,1.14,-1.6,-0.52,-2.7212,1,0,0,0.24,0,1,0.58,0,-0.12
74.0,0,0,3.494,0.0,81,0,inst_6,-0.23,-0.39,-2.31,-0.42,0,1,-0.68,0.5,-0.48,1.0,0.13,-0.28,1.4,3.8916,1,1,1,-1.03,1,1,-0.8,0,0.7
94.0,0,1,3.313,0.0,178,0,inst_6,-0.78,1.55,0.74,0.21,0,0,1.0,0.96,-0.71,,1.49,0.26,-0.45,-2.49085,1,1,0,0.77,0,0,-1.16,0,-0.06
115.0,0,0,3.585,0.0,246,0,inst_8,0.51,-0.25,-0.16,0.44,0,0,-0.15,0.15,0.47,,0.08,1.02,1.93,5.91905,0,1,0,-0.35,0,1,-1.22,0,0.78
101.0,1,2,1.894,,24,0,inst_7,1.03,-0.61,1.4,0.95,1,0,1.1,-0.54,1.41,1.0,0.17,-0.32,0.45,-0.14770000000000005,1,0,0,-0.39,1,1,1.59,1,0.25
78.0,1,2,2.948,0.0,423,0,inst_5,1.1,0.98,-1.27,0.43,0,1,-1.08,-0.19,1.81,,0.46,0.03,-1.01,-3.97748,0,1,1,-2.24,0,0,2.21,0,1.95
95.0,0,2,2.937,0.0,197,0,inst_6,1.04,2.21,-1.35,0.12,1,1,1.5,-1.19,-1.59,,-0.46,-0.74,-0.6,-2.7622,0,1,0,-1.89,0,1,0.26,0,-0.01
97.0,1,2,2.133,0.0,421,0,inst_5,-0.02,-0.0,0.23,2.01,1,1,-1.0,-0.65,-0.08,,-0.01,0.51,-0.25,-1.53325,0,1,1,0.19,1,0,0.63,1,-1.03
101.0,0,4,1.838,,52,0,inst_6,-0.56,-0.6,1.18,0.23,0,1,-0.7,0.17,1.09,1.0,-0.78,0.09,-1.38,-3.53644,1,0,0,-1.7,0,1,0.23,0,-0.31
77.0,0,1,1.503,0.0,123,0,inst_5,0.47,-0.47,0.14,-0.53,0,0,0.72,-1.57,0.29,,1.56,-0.11,0.78,0.17233999999999994,0,0,0,0.65,0,0,0.31,0,1.43
91.0,0,0,2.937,,428,0,inst_1,-0.82,-2.47,0.77,0.05,0,0,-1.85,-0.85,-0.31,,0.15,1.3,-0.26,-1.76362,1,0,1,0.56,0,0,0.59,0,1.02
81.0,0,0,2.942,0.0,140,0,inst_2,-0.1,-1.36,-0.68,0.44,0,0,-0.31,-0.98,0.39,0.0,0.03,-1.39,0.76,1.2359200000000001,1,1,1,0.32,0,1,-2.11,0,-0.56
95.0,0,4,1.196,0.0,268,0,inst_7,-1.88,-1.08,0.15,-1.95,1,0,-0.44,-1.6,2.13,,-1.59,-2.27,0.66,-0.21064000000000005,0,1,0,0.9,1,1,0.26,1,0.89
95.0,0,4,1.196,0.0,268,0,inst_7,-1.88,-1.08,0.15,-1.95,1,0,-0.44,-1.6,2.13,,-1.59,-2.27,0.66,-0.21064000000000005,0,1,0,0.9,1,1,0.26,1,0.89
112.0,0,0,3.06,0.0,213,0,inst_3,1.21,-0.19,0.19,0.25,0,0,-0.69,-0.78,-0.88,0.0,-0.81,0.96,1.66,4.0796,1,1,0,-0.49,0,1,-1.15,1,-0.17
115.0,0,0,3.669,1.0,264,0,inst_5,-1.21,-0.74,-0.43,0.92,1,1,-1.0,-0.01,1.01,1.0,-0.79,-4.0,-0.06,-1.22014,0,0,0,0.56,0,1,0.12,1,-0.18
105.0,0,3,2.78,0.0,340,0,inst_6,-0.32,0.02,0.94,0.83,1,1,0.95,1.65,1.05,,0.28,-0.38,0.6,0.6679999999999999,0,1,0,0.37,1,1,1.97,1,-1.01
79.0,0,3,1.809,0.0,75,0,inst_4,1.54,0.94,-0.31,0.47,1,0,-1.24,0.14,0.29,,-0.12,-0.2,1.77,2.20193,0,0,1,0.36,1,1,0.72,1,-1.17
84.0,0,1,2.972,0.0,95,0,inst_5,1.01,-0.99,0.24,1.8,0,0,0.84,1.01,-0.29,,-0.08,-0.9,0.24,-0.2867200000000001,0,0,1,-1.35,1,0,0.23,0,-0.63
68.0,0,1,2.447,1.0,348,0,inst_7,0.5,0.41,0.75,-0.69,1,1,0.66,1.29,-0.41,0.0,-0.84,0.42,-0.4,-1.9788,0,1,1,-0.77,0,1,-1.05,1,-0.71
110.0,0,1,3.415,0.0,76,0,inst_2,-0.45,0.7,-0.42,-2.54,0,0,0.78,-0.38,-0.86,1.0,-0.55,-0.61,-2.01,-7.864149999999999,0,0,1,-0.17,0,1,1.18,0,1.03
89.0,0,2,3.5810000000000004,1.0,137,1,inst_3,0.09,-0.7,0.39,0.28,1,1,0.82,0.81,-1.15,,0.83,-2.59,2.56,8.16736,1,0,0,-1.26,0,0,3.28,0,-1.88
99.0,0,1,3.281,0.0,234,0,inst_7,0.97,-0.69,0.65,0.54,1,0,1.08,0.57,2.33,,1.55,0.06,-0.89,-3.92009,0,1,1,-1.22,1,0,0.19,1,0.86
118.0,0,1,3.731,0.0,70,0,inst_4,-0.26,-2.32,-0.11,-0.11,1,1,1.71,0.46,-0.4,,-0.33,-0.63,-0.97,-4.61907,1,1,1,0.59,0,1,-1.4,1,-0.82
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
80.0,0,5,3.543,1.0,209,0,,-0.25,-0.81,1.63,-1.41,1,0,0.79,0.25,-0.34,,1.07,0.02,1.94,5.8734199999999985,0,0,0,2.26,0,0,-0.26,0,1.19
108.0,0,0,3.41,0.0,96,0,inst_5,-1.09,-0.3,-0.64,-1.27,0,1,-0.33,1.03,-2.28,1.0,0.22,1.43,0.46,0.5686000000000002,0,1,0,-0.16,1,1,2.26,0,-0.04
82.0,0,1,3.238,0.0,282,0,inst_9,0.28,1.04,-1.2,1.14,1,1,1.0,-0.71,-2.08,,-0.1,-0.77,0.74,1.3961199999999998,1,1,1,0.46,0,0,-0.09,0,1.97
94.0,0,2,1.963,0.0,224,0,inst_2,0.22,-0.61,0.05,-0.6,0,0,-0.35,-0.96,0.2,,0.27,0.29,0.4,-0.21479999999999988,0,0,1,-0.27,0,1,-0.92,1,-1.09
77.0,0,1,1.503,0.0,123,0,inst_5,0.47,-0.47,0.14,-0.53,0,0,0.72,-1.57,0.29,,1.56,-0.11,0.78,0.17233999999999994,0,0,0,0.65,0,0,0.31,0,1.43
101.0,0,0,3.032,1.0,309,0,inst_8,-0.22,0.65,-1.95,-1.89,0,0,0.06,1.21,0.5,0.0,-1.68,1.23,-1.82,-6.5182400000000005,1,0,1,0.56,0,0,-0.55,0,2.06
93.0,0,0,3.528,1.0,132,0,inst_3,-0.69,0.16,-1.35,-1.16,0,1,-0.1,-1.3,-0.96,,-0.81,1.44,0.06,-0.78832,1,0,1,1.41,0,1,0.71,0,-1.79
94.0,0,1,3.09,0.0,210,0,inst_2,-0.38,-0.2,0.11,-1.92,1,1,-1.13,0.85,-1.63,,0.47,-1.09,-1.69,-6.2220999999999975,0,1,0,0.84,0,0,-0.72,1,-0.85
105.0,0,2,3.515,0.0,86,0,inst_5,1.42,-0.01,1.12,-0.93,0,1,-0.72,-0.16,-0.88,,-0.01,-1.46,-0.43,-2.51145,0,0,0,-0.57,0,0,-0.02,1,1.48
110.0,0,3,3.475,0.0,118,0,inst_4,0.31,-0.59,-1.78,0.4,1,1,-0.69,-3.71,0.37,0.0,0.15,-0.42,0.48,0.6679999999999999,0,0,0,0.1,1,1,1.08,0,-1.19
92.0,0,1,3.671,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
97.0,0,3,2.875,0.0,47,0,inst_6,0.86,0.07,0.87,1.16,1,1,1.07,1.11,-0.64,,-2.19,1.1,-0.66,-2.8975,1,1,0,-1.27,0,0,-0.26,1,-0.38
93.0,0,1,2.971,0.0,134,0,inst_5,0.75,-0.7,0.45,2.07,1,1,0.83,-0.27,-0.03,,-1.21,0.67,1.11,2.297810000000001,1,0,0,-0.79,1,1,0.0,0,0.55
75.0,0,2,3.517,,314,0,inst_3,0.98,0.17,-0.18,1.31,1,1,0.12,-0.73,0.21,1.0,0.26,-1.54,-0.39,-2.37163,1,0,1,-0.79,0,1,2.43,0,0.24
106.0,0,0,3.145,0.0,434,0,inst_1,2.03,-1.93,1.39,2.75,1,0,0.66,0.03,0.36,0.0,0.6,0.76,0.59,0.8555499999999998,0,0,1,0.16,1,0,0.4,0,-2.39
75.0,0,1,3.77,0.0,93,0,inst_4,-0.74,-1.17,1.24,0.03,0,0,0.43,0.63,0.43,1.0,0.29,0.14,-0.04,-1.1508,1,0,1,-0.48,0,0,1.25,1,0.55
94.0,0,2,,0.0,151,0,inst_3,1.17,-0.69,-0.05,0.37,1,0,-0.12,0.74,0.85,,1.05,-1.57,-0.4,-2.3016,0,0,1,1.72,1,0,0.9,1,-0.34
118.0,0,3,3.35,1.0,334,0,inst_7,-1.77,-0.56,0.36,0.45,0,0,-0.15,-0.24,0.81,1.0,-0.81,0.25,-0.71,-3.3785,0,1,0,1.12,0,1,0.58,1,-1.88
114.0,0,1,3.5410000000000004,0.0,277,0,inst_7,0.2,0.44,0.71,1.3,0,0,-0.88,1.23,-0.54,0.0,0.48,0.45,-0.4,-2.4164000000000003,0,0,0,-0.61,1,1,-0.13,1,-0.16
90.0,0,1,2.7230000000000003,1.0,10,0,inst_5,0.18,1.41,0.0,1.45,0,1,0.23,0.46,0.8,0.0,0.51,-1.02,0.24,-0.34648,0,0,0,-1.76,0,0,0.11,1,-0.15
81.0,0,0,2.504,0.0,186,0,inst_3,-0.54,-0.18,1.83,-1.72,1,0,0.41,-0.38,0.3,0.0,-0.46,0.52,0.31,-0.22376,0,1,0,0.65,1,0,1.18,1,-1.16
97.0,0,1,2.895,0.0,12,0,inst_5,-1.89,0.84,-0.21,-0.56,0,1,0.1,-1.25,0.48,,-0.75,0.7,0.52,0.5054000000000001,0,0,0,-0.39,0,1,-1.56,1,0.3
94.0,0,1,3.577,0.0,442,0,inst_5,0.13,0.61,-1.6,0.76,1,0,-1.22,-0.39,0.38,1.0,-0.13,0.84,-1.35,-5.82895,1,1,0,0.21,1,0,0.24,0,-0.11
111.0,0,3,3.179,1.0,262,0,inst_8,0.62,1.12,0.64,-0.06,1,0,-0.8,-0.68,-0.53,0.0,0.63,-0.98,-1.11,-4.52869,1,0,0,1.6,0,0,0.92,1,-0.59
123.0,0,1,3.344,1.0,438,0,inst_4,0.18,0.34,-0.68,2.08,0,0,-0.08,-0.15,0.04,,-0.86,-1.44,-0.91,-4.04304,0,1,0,0.67,0,0,1.05,0,-0.01
95.0,0,1,3.442,0.0,131,0,inst_4,0.56,1.17,0.18,0.25,0,1,-0.32,0.53,0.5,,0.19,0.46,-1.69,-6.81698,1,1,1,0.7,0,0,0.96,0,0.19
79.0,0,1,3.59,0.0,126,0,inst_2,0.62,0.0,0.91,-1.25,1,1,-1.06,0.26,-0.15,,1.93,2.19,0.39,0.4000999999999999,1,0,0,-0.29,0,1,0.67,1,0.65
116.0,0,2,3.327,1.0,29,0,inst_4,-2.42,1.21,-2.54,2.59,1,1,0.73,-1.58,-0.47,0.0,0.4,0.66,1.27,3.22529,0,0,1,0.92,1,0,-0.19,0,-0.41
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
123.0,0,1,3.094,0.0,53,0,inst_5,-0.65,1.35,0.53,0.76,0,0,-0.36,0.9,1.44,,1.12,-0.5,-0.92,-3.84648,0,1,0,0.8,0,0,0.92,1,0.77
109.0,0,4,3.12,0.0,387,0,inst_1,-0.11,-0.38,0.08,-0.07,0,0,1.08,1.02,-2.45,,0.41,-1.9,-0.35,-2.092,1,0,1,1.49,1,1,1.2,0,0.08
96.0,0,4,0.767,0.0,69,0,inst_1,-0.48,-0.65,0.18,0.42,0,1,-1.66,1.45,-0.1,0.0,1.68,-0.29,0.82,-0.3710600000000001,0,0,0,0.71,1,1,0.3,1,0.65
91.0,0,1,3.438,,238,0,inst_7,0.16,1.55,1.24,1.46,0,0,-2.63,-1.61,1.51,,2.05,0.06,-0.54,-2.85652,0,1,0,0.34,0,0,-0.19,0,-0.75
84.0,0,4,3.442,0.0,30,0,inst_5,0.94,0.69,-0.73,-0.92,1,1,1.19,-1.58,1.64,,0.17,-2.05,0.22,-0.24276,1,0,0,0.81,0,0,0.83,0,-1.34
95.0,0,0,3.158,0.0,206,0,inst_8,0.37,0.51,-1.21,0.22,1,0,0.07,0.18,-0.54,0.0,1.67,1.12,1.68,4.30544,0,1,0,1.0,0,1,0.06,1,1.42
118.0,0,3,2.7430000000000003,0.0,220,0,inst_4,0.17,0.23,-1.0,-1.97,0,0,-0.34,0.34,-0.06,,1.89,0.18,0.65,0.78295,0,0,1,-2.19,0,0,-1.73,1,0.19
101.0,0,1,3.304,0.0,266,0,inst_9,-1.3,-0.13,-0.0,1.29,1,1,1.62,-0.41,0.31,,1.08,-0.72,-0.17,-1.56168,1,0,1,-1.27,1,1,0.41,0,0.32
97.0,0,2,3.631,0.0,96,0,inst_4,0.3,0.84,-1.25,-0.15,1,1,0.91,0.73,-0.76,,0.05,-1.3,0.33,0.1982299999999999,1,0,1,0.63,1,1,1.73,1,0.52
100.0,0,5,1.895,0.0,411,0,inst_8,-1.99,0.3,0.53,-1.89,0,1,0.36,-0.75,-0.68,,-0.92,-0.86,-0.22,-1.4169,1,0,1,-1.62,0,1,-0.86,0,0.78
88.0,0,2,3.415,1.0,363,0,inst_3,0.56,0.32,-0.65,1.54,1,0,-1.29,0.47,0.76,1.0,0.64,-0.85,1.78,5.0787,0,1,0,-0.2,1,0,-0.41,1,-0.22
95.0,0,2,3.776,0.0,144,0,inst_4,-0.21,1.39,0.13,0.36,1,0,-1.08,0.95,-0.93,,-0.99,0.84,0.26,-0.01824000000000004,1,1,1,1.38,1,1,-0.36,1,0.03
93.0,0,1,2.843,0.0,28,0,inst_12,1.78,-0.25,-0.83,0.41,1,0,-0.14,2.21,-0.66,1.0,-0.48,-0.01,0.75,1.13225,1,0,0,-0.95,1,1,-0.56,1,-0.35
93.0,0,1,,0.0,225,0,inst_4,-1.18,-0.66,-1.02,0.02,0,0,0.48,-0.69,1.2,,-0.47,-0.25,-0.15,-1.5163,1,1,0,0.65,0,0,-1.81,0,1.88
104.0,0,0,2.503,0.0,149,0,inst_4,2.31,0.3,-0.31,1.22,0,1,-0.07,0.78,-0.67,0.0,1.66,-1.53,-0.31,-1.77593,0,0,0,-0.1,0,0,-1.42,1,-0.21
86.0,0,0,2.39,1.0,73,0,inst_2,-1.14,-1.65,1.95,-0.18,0,1,-1.77,-0.64,-2.05,0.0,-0.46,0.02,1.48,2.5372000000000003,0,1,1,1.21,1,0,0.08,0,-1.73
97.0,0,3,3.247,0.0,237,0,inst_5,0.77,-1.0,0.52,0.49,1,1,-0.24,0.91,-0.73,0.0,-1.29,0.52,-1.73,-6.617310000000002,1,0,0,-2.02,0,1,-1.08,1,-1.92
84.0,0,0,3.457,1.0,87,0,inst_6,1.69,-1.01,1.18,-0.12,1,1,-0.32,0.62,-0.1,,-0.07,0.27,-0.83,-3.86931,0,1,1,0.47,0,0,1.49,0,2.3
82.0,0,1,3.238,0.0,282,0,inst_9,0.28,1.04,-1.2,1.14,1,1,1.0,-0.71,-2.08,,-0.1,-0.77,0.74,1.3961199999999998,1,1,1,0.46,0,0,-0.09,0,1.97
82.0,0,0,3.173,0.0,78,0,inst_1,0.49,0.93,-1.71,3.3,1,0,0.53,-1.7,-0.79,0.0,1.38,-1.39,-0.1,-1.3173,1,0,0,-0.79,0,1,0.28,0,-0.99
110.0,0,0,3.526,0.0,134,0,inst_8,1.61,-1.36,-0.38,-2.13,0,0,-2.05,-1.55,1.1,,-0.9,1.15,0.41,0.4456599999999997,1,1,0,1.27,0,0,0.55,1,-0.9
75.0,0,5,2.8560000000000003,1.0,320,0,inst_3,1.04,-1.32,-0.33,0.49,0,1,0.04,1.42,-0.64,0.0,1.06,-0.02,1.67,3.76952,1,1,1,0.71,0,0,0.46,1,0.39
89.0,0,0,3.256,0.0,56,0,inst_4,0.1,0.59,1.54,1.25,1,0,0.54,-0.11,-1.79,0.0,0.57,-0.34,0.49,0.59544,1,1,1,1.11,0,1,0.02,1,-1.93
110.0,0,0,3.47,1.0,411,0,inst_5,-1.1,-0.25,1.17,1.06,1,0,-0.7,0.32,0.29,,0.26,0.51,1.02,2.5394,0,1,0,1.13,0,1,-0.16,1,0.45
104.0,0,2,2.819,,413,0,inst_2,-0.29,-0.69,-0.62,0.94,0,0,1.21,-1.35,1.45,0.0,0.57,-0.67,0.52,0.4658800000000001,0,0,0,-0.54,0,0,-0.37,1,1.04
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
99.0,0,1,3.408,0.0,300,0,inst_5,-1.91,-0.55,0.61,-0.33,1,0,-0.29,0.28,-0.57,,-0.68,-1.68,-0.59,-3.01072,0,0,0,1.23,1,1,0.41,0,-0.17
105.0,0,1,3.557,0.0,5,0,inst_8,1.18,1.87,1.75,0.4,1,1,-1.58,-1.36,-0.78,,0.22,-1.93,1.52,4.40664,1,1,1,-1.79,1,0,0.18,1,-0.79
110.0,0,0,3.658,1.0,279,1,inst_1,0.66,0.25,1.84,0.47,1,0,-1.19,-0.36,-0.14,,-0.81,0.09,-0.28,-2.0242400000000003,0,1,1,1.87,0,0,-0.65,0,0.13
95.0,0,2,2.86,0.0,331,0,inst_4,0.39,0.36,-0.14,-0.87,1,0,-0.49,-1.52,2.36,,1.21,-0.72,-0.78,-3.2308,1,1,0,-2.11,0,1,-0.01,0,0.59
68.0,0,0,2.278,0.0,33,0,inst_6,-0.7,2.31,-1.57,1.35,1,0,0.64,-1.13,1.26,0.0,1.09,-1.14,0.12,-0.72664,1,0,1,-0.02,1,0,-0.83,0,0.17
85.0,0,3,2.153,0.0,80,0,inst_4,1.12,0.8,-0.11,-0.82,1,0,-0.84,0.71,0.23,,-1.37,-0.51,0.17,-0.6339899999999999,0,0,0,0.31,1,0,-1.41,0,-1.22
92.0,0,3,2.329,1.0,93,0,inst_4,0.36,-0.69,0.45,-1.81,1,0,-1.57,0.5,0.72,1.0,1.09,-0.4,1.23,1.8646700000000005,0,0,1,0.07,1,0,0.23,0,0.13
86.0,0,3,3.187,0.0,135,0,inst_6,-1.37,-1.41,0.01,-0.87,0,1,-0.46,2.34,-1.95,,-1.14,0.07,0.14,-0.55382,1,0,0,0.36,0,1,0.15,0,-1.53
91.0,0,3,2.468,1.0,145,0,inst_4,-0.36,0.25,0.39,-1.41,0,0,1.09,1.07,-0.53,,-0.06,0.55,0.58,0.4314399999999998,1,0,0,-0.38,0,0,-0.39,1,-1.39
