job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,job_offered,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
117.0,0,1,3.0980000000000003,1,0.0,266,0,inst_8,0.04,0.28,0.43,-0.47,1,1,0.3,-0.33,-1.03,,0.06,-0.51,-1.53,-5.73994,0,1,0,-0.65,1,1,-0.37,0,0.48
84.0,0,1,3.321,1,0.0,267,0,inst_6,0.78,1.8,0.63,-1.38,1,1,0.24,0.91,-1.36,,-0.91,0.42,-1.3,-5.3173,0,0,0,-1.41,1,1,0.33,0,-1.52
102.0,0,3,3.188,1,0.0,100,0,inst_8,-0.54,1.58,1.15,0.96,1,0,-0.85,-0.92,-0.41,,-0.17,-0.22,-0.35,-2.1158,1,0,1,0.51,1,1,-0.24,1,0.0
95.0,0,4,1.196,0,0.0,268,0,inst_7,-1.88,-1.08,0.15,-1.95,1,0,-0.44,-1.6,2.13,,-1.59,-2.27,0.66,-0.21064000000000005,0,1,0,0.9,1,1,0.26,1,0.89
91.0,0,0,2.645,1,,186,0,inst_6,-0.96,-1.41,0.52,-0.44,1,0,-0.65,0.45,0.68,,1.04,-1.18,-0.88,-3.3276,1,1,1,0.39,1,0,0.55,1,1.08
82.0,0,1,3.702,1,0.0,269,0,inst_6,-0.18,1.25,-1.62,1.85,0,0,1.71,0.95,0.47,,-1.38,0.67,0.18,-0.33364000000000005,1,1,0,1.05,1,1,-0.63,1,-0.22
90.0,0,3,2.815,0,,270,0,inst_8,0.95,-0.18,1.58,-2.03,0,0,1.07,-1.97,1.07,1.0,-3.67,1.52,-1.32,-4.7158,1,0,1,-1.04,0,0,-2.95,0,-0.52
93.0,0,1,3.865,1,0.0,271,0,inst_6,0.82,-0.92,1.41,0.74,0,0,0.16,-0.59,-0.39,,-0.59,-0.12,-0.27,-2.04355,1,0,0,-2.1,1,0,-1.04,0,-0.92
106.0,0,1,2.839,1,0.0,71,0,inst_2,-2.62,0.97,0.64,-0.87,1,0,-0.53,-1.04,-0.71,,-0.6,-1.19,-1.8,-6.1102,0,1,0,-0.72,0,0,-0.48,0,0.03
83.0,0,0,2.932,1,0.0,272,0,inst_4,1.05,-0.08,1.39,-0.08,0,1,-0.37,-0.17,-1.64,,1.97,-0.86,-2.16,-7.33312,1,0,0,-1.01,1,0,0.46,1,-0.59
99.0,0,2,3.188,1,0.0,145,0,inst_7,0.34,2.53,1.97,-1.9,1,0,-1.26,1.26,-2.06,1.0,-0.87,-0.43,0.56,0.7852800000000002,0,0,1,2.58,1,0,-0.05,0,0.29
89.0,0,1,3.5860000000000003,1,0.0,171,0,inst_5,0.03,-0.15,0.38,0.1,1,1,1.57,-2.76,-2.37,,0.8,1.24,0.79,1.83294,0,1,1,0.29,1,1,-0.91,1,0.78
86.0,0,2,3.59,1,1.0,102,0,inst_6,1.09,-0.49,-0.48,0.29,0,0,-1.33,-2.14,-0.23,,-0.34,0.39,-0.07,-1.2513,1,1,1,0.36,1,1,0.02,1,0.65
84.0,0,1,2.972,0,0.0,95,0,inst_5,1.01,-0.99,0.24,1.8,0,0,0.84,1.01,-0.29,,-0.08,-0.9,0.24,-0.2867200000000001,0,0,1,-1.35,1,0,0.23,0,-0.63
95.0,0,0,,1,0.0,273,0,inst_2,1.6,0.57,0.36,1.32,1,0,-1.53,-0.33,-0.43,,-0.22,-0.43,0.86,1.9807599999999999,0,0,0,0.5,0,1,0.25,0,2.01
85.0,0,2,,1,,24,0,inst_4,0.28,-0.43,0.37,-1.79,1,1,-0.03,-0.09,-0.01,,0.15,-0.4,-1.15,-4.0843,0,0,1,-0.6,0,0,-1.39,0,0.67
102.0,0,2,3.469,1,0.0,61,0,inst_8,-0.72,0.12,1.92,0.24,1,0,-0.47,-1.19,-0.08,,0.58,0.93,-0.05,-1.17345,1,0,0,-0.38,1,1,-3.5,1,-0.57
101.0,0,2,3.3680000000000003,1,0.0,274,0,inst_7,-0.4,-1.3,0.83,0.16,0,1,-0.3,0.84,-0.03,0.0,-0.38,0.2,-0.9,-4.0312,1,1,1,0.03,1,1,-0.46,1,-0.64
80.0,0,2,2.74,0,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
98.0,0,0,3.218,1,0.0,54,0,inst_2,0.19,-1.47,-0.98,0.06,0,0,-0.17,-2.43,0.5,,0.14,-1.99,-1.81,-6.82458,0,1,1,-0.12,0,0,-0.59,1,-1.7
103.0,0,1,,1,0.0,107,0,inst_4,-0.04,-1.59,0.59,-0.08,1,1,1.67,-0.61,-0.22,,-0.59,1.55,-0.66,-3.1654600000000004,0,0,1,0.33,1,1,-1.47,1,1.5
89.0,0,3,3.057,1,1.0,275,0,inst_7,0.26,0.54,1.38,0.44,0,0,0.34,-1.1,1.68,,-0.65,-0.15,-1.98,-7.052860000000001,0,1,1,0.72,0,1,0.56,1,-1.6
115.0,0,0,2.995,1,0.0,203,0,inst_8,-0.25,0.3,-0.83,0.03,0,1,0.58,-0.69,-0.3,0.0,0.65,1.26,2.37,6.09815,0,1,0,-0.43,1,0,-0.56,1,-1.2
103.0,0,4,3.2430000000000003,1,1.0,276,0,inst_4,0.04,-0.43,-1.87,0.6,0,0,-0.9,0.55,0.09,0.0,0.57,1.05,0.01,-0.96757,1,0,0,0.21,0,1,1.23,0,-0.72
102.0,0,1,3.082,1,1.0,269,0,inst_7,0.5,1.6,-0.71,0.26,1,1,-1.13,-1.12,-2.35,,-0.53,-0.99,0.28,-0.13703999999999994,0,0,0,-1.51,1,0,-0.27,0,0.53
85.0,0,4,3.258,1,0.0,73,0,inst_10,0.78,-0.99,0.32,0.67,1,1,-0.89,0.62,-0.14,,1.87,1.96,-1.1,-4.5838,1,1,0,-0.42,1,0,0.12,1,0.16
107.0,0,1,2.9730000000000003,1,0.0,277,0,inst_4,-0.85,0.63,-1.7,-0.56,1,0,1.14,-1.4,-1.01,,-0.91,0.53,0.5,0.4864999999999999,0,0,1,-0.18,0,1,0.78,1,1.19
91.0,0,2,3.0469999999999997,1,1.0,100,0,inst_5,0.19,-0.47,-1.84,-1.62,0,1,-1.02,0.91,2.13,,-0.17,0.08,0.89,1.71183,1,0,1,-0.26,1,1,-0.97,1,-0.25
100.0,0,2,2.915,1,,22,0,inst_4,-1.28,-0.26,0.2,0.2,1,1,-0.46,-1.21,-0.8,0.0,0.07,1.41,1.37,2.9935500000000004,1,1,0,1.57,0,0,-0.96,1,1.26
89.0,0,0,2.7060000000000004,0,0.0,81,0,inst_4,-0.03,-0.57,1.37,-0.09,0,1,0.29,2.37,0.34,0.0,-0.05,0.8,1.06,1.8683599999999998,1,1,0,-0.5,0,0,-0.31,1,0.46
112.0,0,1,3.6039999999999996,1,0.0,51,0,inst_5,-1.28,0.59,0.74,-0.29,1,0,-1.96,-0.49,-0.58,,0.52,-0.72,-0.17,-1.61268,0,0,0,1.03,1,0,-0.06,1,0.94
76.0,0,1,3.694,0,0.0,43,0,inst_7,-0.7,1.32,-0.58,-1.64,1,0,0.46,-2.29,0.22,,1.09,0.17,-0.19,-1.70186,1,0,0,2.73,1,1,0.66,0,-0.37
90.0,0,0,3.326,1,,278,0,inst_2,-0.58,-0.27,0.39,-0.93,1,1,-0.61,0.27,-0.2,,0.46,0.02,1.02,2.39252,0,1,1,-0.29,0,1,0.81,1,-0.45
97.0,0,0,3.284,1,0.0,175,0,inst_5,-0.84,0.68,0.03,-1.37,0,0,2.34,2.03,-0.62,1.0,0.44,0.65,0.89,1.92276,1,0,1,0.2,1,1,-1.09,1,-0.95
103.0,0,0,2.9410000000000003,1,0.0,146,0,inst_4,-1.11,0.34,-0.83,1.53,1,0,1.49,-1.64,0.08,1.0,-0.59,-0.29,0.86,1.5292599999999998,1,0,0,1.45,0,1,0.67,0,0.31
110.0,0,0,3.658,1,1.0,279,1,inst_1,0.66,0.25,1.84,0.47,1,0,-1.19,-0.36,-0.14,,-0.81,0.09,-0.28,-2.0242400000000003,0,1,1,1.87,0,0,-0.65,0,0.13
97.0,0,3,3.1,1,,41,0,inst_4,0.03,1.06,-1.05,0.23,1,1,2.23,-0.48,-0.81,0.0,0.63,0.92,-0.6,-2.86,1,0,0,-0.74,0,1,-0.82,1,1.26
108.0,0,1,2.958,1,0.0,76,0,inst_6,0.26,-0.22,0.74,-1.7,0,0,1.92,-1.57,1.02,,-0.48,-0.85,-0.91,-3.6917800000000005,0,0,1,0.42,0,0,-0.76,1,-0.96
101.0,0,1,3.76,1,0.0,175,0,inst_7,0.99,-1.39,1.39,-0.09,0,0,1.1,0.71,-0.21,0.0,0.2,-0.34,0.79,1.9704,1,1,0,0.22,1,1,-0.4,1,-1.14
99.0,0,1,2.9589999999999996,1,,280,0,inst_2,0.16,0.33,1.41,-2.36,1,0,-0.23,1.42,0.43,,0.43,-0.35,-0.45,-2.33155,0,0,1,-0.93,1,0,-0.32,1,0.58
98.0,0,1,2.19,1,1.0,88,0,inst_5,-0.28,-0.33,-1.0,0.02,0,0,-0.49,-0.05,-0.2,1.0,0.71,-0.3,0.8,0.752,0,0,1,-1.77,1,1,-0.27,1,-1.99
113.0,0,2,3.137,1,0.0,40,0,inst_2,-0.46,1.11,0.54,2.11,0,0,-0.3,-1.61,-0.2,,0.35,-0.05,0.75,1.35275,0,1,1,1.0,0,1,-0.1,1,-0.47
109.0,0,1,3.5610000000000004,1,0.0,84,0,inst_7,0.6,0.22,-0.12,-0.06,0,0,-0.68,-0.28,-0.83,1.0,0.24,-0.63,1.74,5.19614,1,1,1,0.91,0,1,0.58,1,0.56
89.0,0,0,3.452,1,1.0,281,0,,0.61,-1.59,1.84,0.86,1,0,-0.29,-0.63,0.57,,-1.28,0.2,1.81,5.24812,0,0,0,0.01,0,0,0.52,0,-0.01
82.0,0,1,3.238,0,0.0,282,0,inst_9,0.28,1.04,-1.2,1.14,1,1,1.0,-0.71,-2.08,,-0.1,-0.77,0.74,1.3961199999999998,1,1,1,0.46,0,0,-0.09,0,1.97
106.0,0,2,3.431,1,,62,0,inst_4,-0.32,1.66,-0.24,0.14,1,1,0.8,0.93,-0.64,,-0.28,0.43,-0.68,-3.3330800000000003,1,0,1,2.7,0,0,1.73,0,-1.46
110.0,0,0,4.0,1,,283,0,inst_2,-0.07,-0.24,0.85,-0.6,1,0,-0.24,0.38,1.86,1.0,-1.18,1.13,-1.74,-7.96,0,1,0,-0.37,1,1,-1.61,0,0.12
91.0,0,2,2.124,1,1.0,284,0,inst_4,-0.57,1.62,-0.37,1.06,1,1,-1.87,-0.35,0.56,,1.78,1.66,1.47,2.12228,1,1,1,-0.65,0,1,0.82,0,0.66
108.0,0,0,3.41,1,0.0,96,0,inst_5,-1.09,-0.3,-0.64,-1.27,0,1,-0.33,1.03,-2.28,1.0,0.22,1.43,0.46,0.5686000000000002,0,1,0,-0.16,1,1,2.26,0,-0.04
84.0,0,0,3.287,1,1.0,100,0,inst_3,2.42,-1.46,0.39,-0.87,1,1,-0.04,-0.42,-0.13,,0.5,-0.07,1.17,2.84579,0,1,1,0.54,0,1,0.79,1,-0.05
104.0,0,0,2.614,1,,285,0,inst_7,0.47,-0.41,-0.94,1.29,1,1,-0.41,-0.41,0.3,0.0,-0.17,0.4,0.75,0.9605,1,1,1,-1.12,1,1,1.11,1,1.76
86.0,0,4,3.077,1,0.0,286,0,inst_4,-0.67,0.09,0.22,-1.29,0,1,1.11,-1.11,0.16,,0.24,-0.19,-1.09,-4.35393,0,0,0,-1.03,1,1,0.25,0,0.62
93.0,0,1,3.418,1,0.0,287,0,inst_4,-0.66,0.46,0.4,-0.95,1,1,-0.01,0.71,0.8,,1.2,0.84,0.43,0.4697400000000001,0,1,1,1.4,0,1,-0.38,0,0.73
97.0,0,3,3.247,1,0.0,237,0,inst_5,0.77,-1.0,0.52,0.49,1,1,-0.24,0.91,-0.73,0.0,-1.29,0.52,-1.73,-6.617310000000001,1,0,0,-2.02,0,1,-1.08,1,-1.92
92.0,0,1,2.8939999999999997,1,0.0,288,0,inst_5,-0.27,0.13,1.31,-1.1,1,0,-1.78,0.45,1.07,,0.77,-0.26,0.71,1.0547399999999998,1,0,1,0.64,1,1,1.9,0,-0.37
104.0,0,2,2.884,1,1.0,289,0,inst_4,0.52,-1.15,-2.49,0.5,0,0,-0.59,-0.06,-0.56,,-0.8,0.85,-0.21,-1.60564,0,0,1,-1.15,0,0,0.68,0,-0.52
106.0,1,1,3.293,1,0.0,203,0,inst_8,1.63,-1.19,0.29,1.11,0,0,-0.31,0.32,0.7,,0.76,-0.12,0.53,0.7452900000000002,1,1,0,-2.18,0,0,-0.95,0,0.73
94.0,0,2,2.714,1,1.0,290,0,,0.3,-0.22,1.1,-1.75,1,0,-0.62,0.87,-0.86,1.0,0.1,1.06,-0.21,-1.56994,1,1,0,1.78,0,0,-0.08,1,-0.81
87.0,0,1,2.721,1,0.0,291,0,,-0.14,-2.53,-0.39,0.08,1,0,-0.8,0.49,-0.0,1.0,-0.42,-0.06,0.27,-0.26532999999999995,1,0,0,-0.5,0,0,0.27,1,-0.08
89.0,1,0,3.418,1,0.0,262,0,inst_2,0.06,0.3,-1.25,0.58,0,0,0.19,-0.96,-0.67,1.0,-1.56,-0.78,0.68,1.3242399999999999,0,1,1,1.42,0,1,1.62,0,1.46
106.0,0,0,3.597,1,0.0,292,0,inst_5,1.95,1.3,-0.43,0.42,1,0,0.24,-0.42,-0.34,0.0,-0.9,0.41,0.38,0.36686,1,1,0,1.15,0,0,-1.85,1,-0.86
98.0,0,1,3.023,1,1.0,293,0,,0.47,0.1,-1.36,2.06,0,1,-0.23,-0.39,0.46,0.0,-0.14,-1.06,1.0,2.023,0,1,1,-1.36,0,0,0.36,0,0.44
105.0,0,1,2.866,1,0.0,10,0,inst_1,0.62,0.59,-0.78,0.32,0,0,1.19,0.49,0.52,,0.29,0.38,-0.54,-2.5476400000000003,0,1,1,1.8,1,1,1.05,0,0.37
107.0,0,1,3.407,1,0.0,288,0,inst_5,-0.29,-2.06,1.46,1.58,1,1,1.14,2.51,-2.1,0.0,0.03,1.01,0.33,0.12431000000000016,1,0,1,-1.23,1,1,0.8,0,-0.88
91.0,0,2,3.397,1,0.0,4,0,inst_5,-0.43,-0.25,-1.57,-1.11,1,1,0.48,0.19,-1.54,,0.03,0.32,1.16,2.94052,1,0,1,0.94,1,0,0.06,1,0.17
74.0,0,3,2.8939999999999997,0,1.0,141,0,inst_6,-0.94,0.92,1.15,-0.26,1,0,1.32,0.29,0.39,,-0.25,-0.12,0.32,-0.07391999999999999,0,1,1,-0.49,1,0,0.59,1,1.03
99.0,0,3,3.12,1,0.0,294,0,inst_7,-0.52,-0.49,0.45,-0.65,1,0,-1.39,1.28,1.26,1.0,1.05,0.02,-1.63,-6.0856,1,1,0,-0.05,1,1,-1.49,0,0.25
104.0,0,3,2.229,1,0.0,56,0,inst_4,1.09,0.08,0.15,0.67,1,1,0.77,0.26,1.15,,0.43,1.7,-0.46,-2.0253400000000004,0,0,0,-0.07,0,1,-2.65,0,0.27
109.0,0,1,2.908,1,0.0,287,0,,1.55,0.16,-0.07,-1.07,0,0,0.05,0.4,0.19,,0.89,0.29,-0.2,-1.5816,1,0,1,0.35,0,1,0.06,1,0.45
93.0,0,3,0.9079999999999999,1,0.0,295,0,inst_6,-0.68,-1.23,-0.41,-0.39,1,0,0.88,-0.97,0.74,0.0,-0.31,-1.44,-0.03,-1.02724,0,1,1,-0.54,0,1,0.83,1,0.02
130.0,0,0,2.8989999999999996,1,0.0,296,0,inst_8,0.19,1.4,0.77,-0.04,1,1,-1.38,-1.52,-0.55,1.0,1.15,-0.4,-0.6,-2.7394,1,1,1,0.59,0,1,0.31,0,-0.15
104.0,0,1,3.563,1,0.0,297,0,inst_2,0.94,0.15,-0.44,0.32,1,0,0.6,1.27,0.08,,2.88,-0.32,0.96,2.42048,1,0,0,0.37,1,1,0.0,0,0.61
108.0,0,1,3.2960000000000003,1,,50,0,inst_6,-0.29,-0.43,0.08,-0.32,0,1,-1.57,0.09,0.49,0.0,1.27,0.98,1.23,3.05408,1,0,1,-1.41,1,1,-0.15,0,1.49
107.0,0,3,3.248,1,1.0,298,0,inst_6,-0.3,1.7,-0.57,0.65,0,0,-1.58,0.16,-0.66,,0.36,-0.84,1.67,4.4241600000000005,1,0,0,0.0,0,1,-0.46,0,0.5
75.0,0,1,3.77,0,0.0,93,0,inst_4,-0.74,-1.17,1.24,0.03,0,0,0.43,0.63,0.43,1.0,0.29,0.14,-0.04,-1.1508,1,0,1,-0.48,0,0,1.25,1,0.55
90.0,0,2,2.799,1,1.0,299,0,inst_5,-0.53,-0.51,0.09,-1.55,0,0,0.65,0.22,0.83,,0.26,-2.03,0.96,1.6870399999999997,1,1,1,0.13,0,1,-1.4,1,-0.55
99.0,0,1,3.1710000000000003,1,0.0,227,0,inst_4,0.53,0.05,-1.86,-1.04,0,1,-0.44,-2.16,1.1,1.0,0.18,0.3,0.77,1.4416699999999998,0,0,1,0.47,0,1,0.36,1,0.25
117.0,0,2,3.213,1,1.0,300,0,inst_6,0.05,-2.39,-0.52,1.9,0,1,-1.78,-1.43,0.76,,-1.23,-0.94,0.53,0.7028900000000002,0,1,1,0.15,0,1,-1.64,1,-1.35
101.0,0,2,3.443,1,1.0,301,0,inst_4,0.75,0.53,-0.46,0.75,1,0,1.16,0.52,-1.31,,0.27,0.05,-0.62,-3.13466,1,1,0,0.54,0,0,0.37,0,-1.6
102.0,0,1,3.6260000000000003,1,1.0,205,0,inst_6,1.54,0.11,-0.19,-0.79,0,1,-0.39,0.23,-0.39,,0.7,0.83,0.47,0.7042199999999998,0,1,0,-0.34,1,0,0.04,1,-0.16
99.0,0,1,3.304,1,0.0,112,0,inst_7,-0.4,-1.74,-0.66,0.44,1,1,2.57,-0.38,-0.37,,-0.75,0.16,-0.87,-3.87448,1,1,0,0.37,0,1,0.44,0,-1.8
117.0,0,2,3.556,1,0.0,266,0,inst_7,-0.01,-0.35,1.5,1.19,1,1,-1.41,1.2,-0.15,,-0.54,-0.64,-2.39,-9.49884,0,1,0,0.96,0,0,0.31,0,-0.76
101.0,0,1,3.196,1,,92,0,inst_4,2.04,-1.07,-1.61,-0.59,0,1,-1.13,0.37,0.91,1.0,-0.93,1.35,0.85,1.7166,1,0,1,-0.56,1,0,-1.91,0,0.64
115.0,0,2,3.5660000000000003,1,1.0,302,0,inst_9,-1.35,0.23,-1.83,-0.89,1,1,0.66,0.11,0.23,,1.65,-0.24,0.33,0.17677999999999994,1,1,0,0.65,1,1,0.34,0,-1.59
98.0,0,0,3.7089999999999996,1,1.0,303,0,inst_10,-0.23,1.5,0.37,-1.07,0,1,0.1,-0.11,-0.47,0.0,-1.53,-0.64,-1.18,-5.37662,1,1,1,1.24,0,1,-1.49,1,-1.45
96.0,0,2,3.153,1,0.0,304,0,,0.42,1.36,0.46,0.92,0,1,0.69,-0.93,-0.71,,-0.37,0.89,0.01,-0.96847,1,1,0,-1.87,1,1,-0.78,1,-0.35
91.0,0,1,3.1,1,0.0,266,0,inst_5,0.16,-0.65,-0.8,0.61,0,0,-0.57,0.29,1.25,1.0,-0.95,0.19,-1.42,-5.402,0,0,1,0.63,1,0,-0.17,1,-0.56
98.0,0,1,2.889,1,1.0,22,0,inst_6,-0.29,1.93,0.71,-0.44,0,0,-0.88,2.16,0.82,1.0,1.0,-1.25,-0.51,-2.47339,0,1,1,-1.11,1,0,-0.73,1,-0.99
82.0,0,0,3.173,0,0.0,78,0,inst_1,0.49,0.93,-1.71,3.3,1,0,0.53,-1.7,-0.79,0.0,1.38,-1.39,-0.1,-1.3173,1,0,0,-0.79,0,1,0.28,0,-0.99
88.0,0,5,2.12,1,0.0,234,0,inst_2,-1.34,-0.85,0.86,-0.19,1,0,-0.65,-0.22,-0.34,,-0.19,2.1,-0.83,-2.7596,0,0,1,-0.72,0,1,-0.44,0,-1.1
101.0,0,2,,1,1.0,234,0,,-1.12,0.98,-0.14,-1.21,1,1,-0.54,-0.87,-1.21,,0.8,0.41,-0.42,-2.4590799999999997,1,0,0,1.55,1,0,0.52,0,-1.05
97.0,0,0,2.46,1,0.0,305,0,inst_3,-0.92,0.51,0.13,0.12,0,1,-1.06,-0.56,1.21,1.0,0.32,1.23,-0.19,-1.4674,1,0,0,1.84,0,1,1.51,0,0.5
102.0,0,0,3.593,1,,306,0,inst_6,1.15,1.27,-0.35,-0.48,1,1,1.1,0.36,-0.44,0.0,-0.28,-0.55,0.08,-0.7125600000000001,1,1,1,1.2,0,1,-0.46,0,-2.49
90.0,0,0,3.491,0,0.0,307,0,inst_6,2.02,0.81,0.46,0.11,0,1,0.17,1.21,-1.95,1.0,1.03,0.33,-0.04,-1.13964,1,1,0,-0.37,1,0,-0.01,0,-1.09
108.0,0,1,3.387,1,0.0,280,0,inst_4,-0.47,0.17,0.43,1.56,0,0,-0.0,0.79,0.64,,-0.75,0.96,1.03,2.48861,1,1,1,0.54,0,1,-0.29,1,2.47
92.0,0,2,3.318,0,0.0,58,0,inst_4,-1.19,-1.39,-0.53,1.88,0,0,0.87,0.45,-0.16,0.0,0.72,2.46,-0.8,-3.6544,0,0,1,-1.27,0,0,0.81,0,0.26
100.0,0,1,2.055,1,0.0,308,0,inst_7,-1.11,-0.95,-0.05,0.29,0,0,-1.47,0.87,-1.27,1.0,0.88,0.36,-0.74,-2.5207,0,1,1,-1.55,0,1,1.24,0,0.16
103.0,0,0,3.4789999999999996,1,0.0,64,0,inst_6,-1.59,0.35,1.54,-1.16,1,0,-1.46,-0.23,-1.61,,-0.96,1.69,2.69,8.35851,0,1,1,0.13,0,1,-1.16,1,-0.48
99.0,0,0,3.6710000000000003,1,1.0,300,0,inst_5,0.79,0.47,0.38,-0.01,1,0,0.13,0.62,-0.71,,-0.14,0.7,-0.22,-1.80762,1,1,0,0.16,0,1,0.85,1,-0.99
108.0,0,3,2.7430000000000003,1,1.0,309,0,inst_2,0.86,0.26,-1.77,0.32,1,1,-1.08,0.11,-0.17,,-0.31,-0.32,-1.58,-5.33394,0,0,0,-0.16,0,1,-0.75,1,0.17
87.0,0,0,3.213,1,0.0,310,0,inst_8,-0.11,-0.14,1.88,0.08,0,0,2.06,0.4,0.38,,0.21,0.63,-0.1,-1.3213,1,0,1,1.01,0,1,1.32,1,-0.42
113.0,0,1,3.742,1,0.0,97,0,inst_3,-0.13,-0.83,0.93,1.39,0,1,-0.43,0.38,1.36,,0.98,1.35,0.96,2.59232,1,1,1,-0.32,0,1,-2.22,0,-0.63
106.0,0,0,3.012,1,0.0,248,0,inst_0,-0.05,1.51,1.05,2.13,0,0,3.21,-0.57,0.08,,-0.28,-0.61,0.18,-0.45783999999999997,1,0,0,-0.65,0,1,-0.98,1,0.54
91.0,0,0,2.6,1,1.0,311,0,inst_6,2.12,0.57,0.37,-0.94,0,1,-1.1,0.64,-0.08,,0.27,-0.78,-0.62,-2.612,1,0,0,0.01,0,0,1.54,1,-1.36
103.0,0,0,3.377,1,,312,0,inst_4,1.26,0.27,-0.35,0.16,0,0,0.79,2.29,0.76,1.0,0.49,0.77,-1.94,-7.551379999999999,0,1,0,-1.37,1,1,-0.45,1,0.07
105.0,0,3,2.02,1,0.0,217,0,inst_6,0.17,0.64,-1.69,0.98,0,0,-0.89,0.13,-1.25,0.0,-0.8,1.1,2.0,3.04,0,1,1,-1.58,0,0,0.57,0,-0.91
95.0,0,2,2.036,1,1.0,241,0,,0.12,-1.36,-0.09,1.28,0,1,-1.77,-0.38,0.86,0.0,-0.25,-0.77,-0.12,-1.24432,0,1,0,-0.21,1,1,-0.62,0,-0.29
74.0,0,0,3.4939999999999998,0,0.0,81,0,inst_6,-0.23,-0.39,-2.31,-0.42,0,1,-0.68,0.5,-0.48,1.0,0.13,-0.28,1.4,3.8916,1,1,1,-1.03,1,1,-0.8,0,0.7
91.0,0,4,2.661,1,0.0,313,0,inst_5,2.09,-0.16,0.11,0.51,1,1,0.17,-0.14,0.26,,0.89,-0.32,1.33,2.53913,1,1,0,-1.21,0,0,0.22,1,0.6
103.0,0,2,3.8510000000000004,1,0.0,102,0,inst_5,-0.03,-1.73,-0.44,-2.12,1,0,1.3,0.07,-0.4,,0.19,0.51,1.05,3.04355,1,1,1,0.21,0,0,-0.2,1,0.24
83.0,0,4,3.113,1,0.0,90,0,inst_8,-1.04,0.34,-0.34,-0.24,1,1,-0.7,-0.04,1.99,,0.05,2.04,-0.1,-1.3113,0,0,1,0.37,1,1,0.31,1,1.28
75.0,0,2,3.517,0,,314,0,inst_3,0.98,0.17,-0.18,1.31,1,1,0.12,-0.73,0.21,1.0,0.26,-1.54,-0.39,-2.37163,1,0,1,-0.79,0,1,2.43,0,0.24
94.0,0,1,2.5789999999999997,1,0.0,315,0,inst_5,-0.08,-0.85,-0.07,1.12,0,1,-0.07,-0.3,0.05,,-0.06,-0.61,0.77,0.9858300000000002,0,1,1,-2.1,0,1,-0.73,0,0.7
93.0,0,0,3.556,1,0.0,150,0,inst_4,-0.39,1.19,-0.54,-0.07,0,1,0.68,1.95,-0.94,,-1.07,0.22,-0.46,-2.6357600000000003,0,1,0,0.51,1,1,0.76,1,0.1
115.0,0,2,2.53,1,0.0,316,0,inst_3,0.82,1.42,0.9,0.07,0,0,0.06,1.59,-1.57,1.0,0.45,0.82,-1.82,-5.6046,0,0,1,-0.45,1,0,-0.09,0,-0.9
87.0,0,0,3.532,1,0.0,317,0,inst_8,0.2,-0.14,0.34,1.01,0,0,0.09,0.56,1.32,1.0,-0.44,-0.48,0.74,1.61368,1,1,0,0.01,0,1,-0.76,1,3.65
85.0,0,2,3.3939999999999997,1,0.0,56,0,inst_2,0.69,0.24,-0.55,1.65,1,1,-1.21,-1.34,0.26,1.0,-0.33,-0.59,-0.14,-1.47516,0,0,0,0.62,1,0,1.32,1,1.88
106.0,0,1,3.516,1,0.0,307,0,inst_4,-1.75,-0.34,-0.12,0.88,1,0,-1.13,1.98,1.18,,0.66,1.07,0.95,2.3402,0,1,1,-0.11,1,0,2.3,1,-1.4
101.0,0,0,3.085,1,0.0,67,0,inst_9,-1.56,-1.92,-0.14,-0.37,0,1,-0.8,-0.59,-1.09,,-0.54,0.85,-0.31,-1.95635,1,1,1,1.01,0,1,0.14,1,1.06
102.0,0,0,3.698,1,,159,0,inst_10,1.39,1.85,1.35,-0.23,0,1,-0.22,-1.16,0.11,,-0.43,-0.05,0.39,0.4422200000000001,0,0,0,-0.18,1,1,-0.26,1,-0.2
106.0,0,2,2.82,1,,318,0,inst_6,0.17,-1.03,0.15,-0.37,0,0,-1.21,1.47,-0.49,,0.28,1.14,0.88,1.4815999999999998,0,0,1,-0.88,0,0,-0.6,0,0.04
104.0,0,3,3.487,1,0.0,214,0,inst_4,-0.71,0.05,-0.35,1.15,0,0,0.41,-0.84,0.59,,-1.67,-1.82,0.03,-0.8953899999999999,0,0,0,0.4,0,1,0.19,1,-1.03
75.0,0,3,1.1340000000000001,0,1.0,319,0,inst_6,0.44,-1.68,-1.0,0.74,1,1,-1.0,-0.45,1.74,1.0,-0.24,0.27,1.32,0.49688000000000004,1,0,0,-0.51,0,1,-0.57,0,0.13
105.0,0,2,3.3169999999999997,1,,197,0,inst_3,1.89,0.72,-0.04,1.42,0,0,-0.81,-0.2,0.71,,0.84,0.03,1.2,2.9804,0,0,1,-0.25,0,0,0.79,1,-1.84
